Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-202408-08627,2024-08-23,2024-08-30,Standard Class,CUST-1490,,Home Office,South,Andhra Pradesh,PROD-0149,Shoe Rack,Furniture,Storage,1949.05,1,0.1,235.34
ORD-202105-04191,2021-05-08,2021-05-13,Standard Class,CUST-1211,Varun Reddy,Corporate,East,West Bengal,PROD-0145,Filing Cabinet,Furniture,Storage,4424.2,2,0.2,87.72
ORD-202305-09950,2023-05-06,2023-05-10,Standard Class,CUST-1295,Kiran Agarwal,Consumer,East,Jharkhand,PROD-0161,Envelope Pack 100,Office Supplies,Paper,611.5,1,0.15,212.25
ORD-202210-05968,2022-10-24,2022-10-24,Same Day,CUST-1280,Sunita Chopra,Home Office,West,Maharashtra,PROD-0113,ASUS ROG Zephyrus,Technology,Laptops,42023.0,1,0.0,14127.51
ORD-202302-08202,2023-02-06,2023-02-11,Standard Class,CUST-1024,Aanya Mehra,Consumer,North,Punjab,PROD-0131,Boat Airdopes 500,Technology,Accessories,12065.76,1,0.05,2269.87
ORD-202304-00907,2023-04-23,2023-04-30,Standard Class,CUST-1031,Aanya Kumar,Corporate,West,Maharashtra,PROD-0109,MacBook Air M2,Technology,Laptops,84125.37,2,0.0,26323.91
ORD-202310-04475,2023-10-19,2023-10-23,Standard Class,CUST-1337,Isha Nair,Home Office,East,Bihar,PROD-0131,Boat Airdopes 500,Technology,Accessories,9321.88,1,0.05,2520.13
ORD-202105-07489,2021-05-09,2021-05-13,Standard Class,CUST-1460,Vikram Khanna,Consumer,North,Punjab,PROD-0138,Standing Desk,Furniture,Tables,71302.67,2,0.1,5110.31
ORD-202407-05741,2024-07-06,2024-07-09,First Class,CUST-1130,Rahul Banerjee,Corporate,East,Assam,PROD-0152,Wall Art Set,Furniture,Furnishings,17199.96,2,0.0,918.18
ORD-202401-03127,2024-01-19,2024-01-24,Standard Class,CUST-1340,Priya Khanna,Consumer,South,Karnataka,PROD-0101,iPhone 15,Technology,Phones,23453.13,2,0.2,-6.8
ORD-202206-05728,2022-06-04,2022-06-09,Second Class,CUST-1092,Rohan Menon,Corporate,South,Telangana,PROD-0129,Anker PowerBank 20K,Technology,Accessories,11004.93,1,0.0,2192.28
ORD-202109-07865,2021-09-04,2021-09-04,Same Day,CUST-1020,Gaurav Iyer,Consumer,North,Rajasthan,PROD-0117,iPad Air,Technology,Tablets,68363.97,1,0.0,10864.96
ORD-202312-08160,2023-12-23,2023-12-25,Second Class,CUST-1185,Tarun Reddy,Consumer,North,Rajasthan,PROD-0143,Conference Table,Furniture,Tables,48284.71,1,0.0,-1119.52
ORD-202412-09420,2024-12-26,2024-12-30,Standard Class,CUST-1169,Pallavi Tiwari,Consumer,North,Uttar Pradesh,PROD-0165,Pencil Box Premium,Office Supplies,Writing,3260.81,3,0.05,1081.33
ORD-202405-03486,2024-05-12,2024-05-15,Second Class,CUST-1116,Ritika Sinha,Home Office,South,Tamil Nadu,PROD-0163,Highlighter Pack 10,Office Supplies,Writing,737.27,1,0.1,89.07
ORD-202410-08851,2024-10-26,2024-10-30,Standard Class,CUST-1419,Sai Menon,Corporate,West,Goa,PROD-0140,Round Dining Table,Furniture,Tables,92011.64,2,0.05,8736.67
ORD-202407-05015,2024-07-25,2024-07-28,First Class,CUST-1379,Sai Iyer,Home Office,West,Madhya Pradesh,PROD-0138,Standing Desk,Furniture,Tables,90567.08,3,0.15,-6970.11
ORD-202105-02772,2021-05-04,2021-05-11,Standard Class,CUST-1393,Sai Mukherjee,Consumer,North,Haryana,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,28045.84,3,0.05,2600.81
ORD-202408-05737,2024-08-12,2024-08-18,Standard Class,CUST-1491,Lakshmi Reddy,Consumer,North,Haryana,PROD-0176,File Folder Pack,Office Supplies,Binders & Organizers,2180.23,1,0.1,437.97
ORD-202404-00853,2024-04-21,2024-04-28,Standard Class,CUST-1412,Rohan Chopra,Small Business,East,Jharkhand,PROD-0161,Envelope Pack 100,Office Supplies,Paper,6849.13,4,0.05,2010.07
ORD-202408-03150,2024-08-24,2024-08-25,First Class,CUST-1014,Sai Tiwari,Consumer,East,Assam,PROD-0160,Graph Paper Pad,Office Supplies,Paper,1783.07,1,0.1,669.66
ORD-202212-01804,2022-12-03,2022-12-06,Second Class,CUST-1315,Amit Khanna,Home Office,North,Uttar Pradesh,PROD-0141,Coffee Table,Furniture,Tables,40185.08,1,0.0,2977.58
ORD-202409-07650,2024-09-23,2024-09-30,Standard Class,CUST-1450,Aadhya Menon,Consumer,North,Delhi,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,1831.77,3,0.0,660.7
ORD-202307-01966,2023-07-02,2023-07-02,Same Day,CUST-1230,Gaurav Gupta,Corporate,South,Tamil Nadu,PROD-0145,Filing Cabinet,Furniture,Storage,5672.1,1,0.2,71.96
ORD-202310-05184,2023-10-02,2023-10-07,Standard Class,CUST-1239,Vihaan Patel,Corporate,East,Assam,PROD-0101,iPhone 15,Technology,Phones,62634.27,1,0.1,15198.52
ORD-202106-05339,2021-06-01,2021-06-05,Second Class,CUST-1249,Meera Chatterjee,Small Business,West,Goa,PROD-0124,AirPods Pro,Technology,Accessories,14669.07,2,0.2,2320.88
ORD-202206-05218,2022-06-25,2022-07-02,Standard Class,CUST-1047,Tushar Kumar,Consumer,South,Telangana,PROD-0149,Shoe Rack,Furniture,Storage,36008.25,2,0.2,-733.53
ORD-202311-04950,2023-11-25,2023-12-02,Standard Class,CUST-1389,Vivaan Joshi,Home Office,North,Punjab,PROD-0162,Parker Pen Set,Office Supplies,Writing,5513.84,4,0.2,793.61
ORD-202111-06205,2021-11-24,2021-11-27,Second Class,CUST-1146,Tushar Mukherjee,Consumer,South,Tamil Nadu,PROD-0130,Apple Watch Ultra,Technology,Accessories,12515.82,2,0.2,212.46
ORD-202303-05021,2023-03-12,2023-03-13,First Class,CUST-1042,Tushar Chopra,Consumer,North,Rajasthan,PROD-0109,MacBook Air M2,Technology,Laptops,213452.98,2,0.05,26666.85
ORD-202311-00748,2023-11-10,2023-11-13,Second Class,CUST-1495,Tanvi Patel,Consumer,South,Kerala,PROD-0115,MSI Creator Z16,Technology,Laptops,338200.53,3,0.05,64274.05
ORD-202406-03644,2024-06-22,2024-06-27,Second Class,CUST-1323,Mohit Mehra,Corporate,West,Goa,PROD-0160,Graph Paper Pad,Office Supplies,Paper,2384.03,4,0.2,489.38
ORD-202307-00348,2023-07-17,2023-07-20,Second Class,CUST-1034,Suresh Banerjee,Small Business,West,Goa,PROD-0141,Coffee Table,Furniture,Tables,32976.17,1,0.1,693.01
ORD-202209-03429,2022-09-15,2022-09-20,Standard Class,CUST-1387,Kavita Tiwari,Consumer,East,West Bengal,PROD-0129,Anker PowerBank 20K,Technology,Accessories,14942.33,1,0.0,3573.02
ORD-202112-05230,2021-12-14,2021-12-16,First Class,CUST-1315,Amit Khanna,Home Office,North,Uttar Pradesh,PROD-0118,iPad Pro,Technology,Tablets,102739.0,3,0.0,30001.17
ORD-202306-06326,2023-06-18,2023-06-20,Second Class,CUST-1170,Anjali Dubey,Corporate,North,Delhi,PROD-0102,Samsung Galaxy S24,Technology,Phones,224902.48,3,0.05,36645.91
ORD-202308-07035,2023-08-11,2023-08-14,First Class,CUST-1093,Komal Tiwari,Home Office,East,Assam,PROD-0165,Pencil Box Premium,Office Supplies,Writing,2201.81,1,0.1,474.72
ORD-202111-06514,2021-11-19,2021-11-22,Standard Class,CUST-1016,Aditya Jain,Consumer,South,Kerala,PROD-0117,iPad Air,Technology,Tablets,43390.01,1,0.0,12122.51
ORD-202405-07274,2024-05-03,2024-05-03,Same Day,CUST-1187,Kunal Bhatia,Home Office,East,Assam,PROD-0153,Cushion Cover Set,Furniture,Furnishings,11305.5,1,0.0,-893.7
ORD-202309-06743,2023-09-08,2023-09-08,Same Day,CUST-1421,Gaurav Mukherjee,Home Office,East,West Bengal,PROD-0103,OnePlus 12,Technology,Phones,57221.98,1,0.05,15474.14
ORD-202411-01795,2024-11-02,2024-11-07,Second Class,CUST-1478,Kunal Joshi,Corporate,East,Jharkhand,PROD-0112,Lenovo ThinkPad X1,Technology,Laptops,224364.25,4,0.0,60494.23
ORD-202410-02524,2024-10-11,2024-10-16,Standard Class,CUST-1199,Diya Mishra,Home Office,South,Kerala,PROD-0125,Sony WH-1000XM5,Technology,Accessories,38791.17,4,0.0,7717.59
ORD-202307-08762,2023-07-23,2023-07-27,Standard Class,CUST-1209,Amit Chatterjee,Consumer,West,Goa,PROD-0118,iPad Pro,Technology,Tablets,49968.8,1,0.1,12268.96
ORD-202311-05903,2023-11-13,2023-11-18,Standard Class,CUST-1058,Kavita Nair,Consumer,East,Jharkhand,PROD-0112,Lenovo ThinkPad X1,Technology,Laptops,122320.04,1,0.0,18690.17
ORD-202307-02699,2023-07-04,2023-07-09,Second Class,CUST-1389,Vivaan Joshi,Home Office,North,Punjab,PROD-0116,Samsung Galaxy Book,Technology,Laptops,237528.07,3,0.0,54273.48
ORD-202304-04886,2023-04-23,2023-04-25,First Class,CUST-1034,Suresh Banerjee,Small Business,West,Goa,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,1405.97,1,0.15,534.5
ORD-202302-03945,2023-02-15,2023-02-16,First Class,CUST-1405,Komal Menon,Consumer,North,Uttarakhand,PROD-0167,Calligraphy Set,Office Supplies,Writing,8201.06,5,0.15,963.04
ORD-202108-03602,2021-08-02,2021-08-05,Second Class,CUST-1006,Myra Kapoor,Consumer,West,Gujarat,PROD-0102,Samsung Galaxy S24,Technology,Phones,25268.4,1,0.15,6106.65
ORD-202111-02068,2021-11-03,2021-11-05,First Class,CUST-1406,Suresh Joshi,Home Office,North,Uttar Pradesh,PROD-0136,Folding Chair Set,Furniture,Chairs,48701.04,2,0.15,1831.84
ORD-202307-00764,2023-07-16,2023-07-20,Standard Class,CUST-1322,Sneha Das,Corporate,South,Karnataka,PROD-0115,MSI Creator Z16,Technology,Laptops,409521.87,3,0.0,95927.18
ORD-202305-05767,2023-05-01,2023-05-08,Standard Class,CUST-1494,Tarun Gupta,Consumer,East,Odisha,PROD-0126,JBL Flip 6,Technology,Accessories,25660.83,4,0.0,6242.93
ORD-202407-06556,2024-07-21,2024-07-25,Second Class,CUST-1482,Ishaan Sinha,Corporate,West,Maharashtra,PROD-0120,Lenovo Tab P12,Technology,Tablets,62234.83,2,0.0,21286.1
ORD-202407-08894,2024-07-07,2024-07-10,First Class,CUST-1014,Sai Tiwari,Consumer,East,Assam,PROD-0133,Gaming Chair Pro,Furniture,Chairs,40571.15,4,0.05,-751.78
ORD-202104-06437,2021-04-26,2021-04-28,First Class,CUST-1343,Diya Iyer,Consumer,North,Haryana,PROD-0125,Sony WH-1000XM5,Technology,Accessories,11643.74,1,0.0,3162.03
ORD-202211-01223,2022-11-06,2022-11-11,Standard Class,CUST-1394,Manish Dubey,Home Office,West,Maharashtra,PROD-0134,Executive Leather Chair,Furniture,Chairs,14283.5,2,0.1,2651.72
ORD-202406-05861,2024-06-20,2024-06-27,Standard Class,CUST-1166,Aanya Iyer,Home Office,West,Madhya Pradesh,PROD-0147,TV Entertainment Unit,Furniture,Storage,17021.5,1,0.1,1032.09
ORD-202204-07965,2022-04-12,2022-04-18,Standard Class,CUST-1298,Sanjay Chatterjee,Consumer,East,Jharkhand,PROD-0169,Paper Shredder,Office Supplies,Office Equipment,5726.79,1,0.05,517.91
ORD-202406-04420,2024-06-09,2024-06-11,Second Class,CUST-1003,Akash Singh,Corporate,North,Rajasthan,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,413.64,1,0.25,57.81
ORD-202305-05839,2023-05-10,2023-05-10,Same Day,CUST-1215,Komal Reddy,Corporate,East,Bihar,PROD-0118,iPad Pro,Technology,Tablets,196793.92,3,0.0,31896.97
ORD-202410-06424,2024-10-15,2024-10-22,Standard Class,CUST-1222,Swati Gupta,Corporate,West,Madhya Pradesh,PROD-0162,Parker Pen Set,Office Supplies,Writing,1098.49,2,0.15,166.94
ORD-202406-06756,2024-06-01,2024-06-08,Standard Class,CUST-1211,Varun Reddy,Corporate,East,West Bengal,PROD-0171,Label Maker,Office Supplies,Office Equipment,10982.12,2,0.2,-685.95
ORD-202302-02418,2023-02-28,2023-03-07,Standard Class,CUST-1187,Kunal Bhatia,Home Office,East,Assam,PROD-0129,Anker PowerBank 20K,Technology,Accessories,6858.0,1,0.05,2164.45
ORD-202211-00709,2022-11-19,2022-11-26,Standard Class,CUST-1351,Nisha Kumar,Corporate,North,Haryana,PROD-0126,JBL Flip 6,Technology,Accessories,6523.65,2,0.05,877.61
ORD-202109-00510,2021-09-24,2021-09-30,Standard Class,CUST-1481,Rajesh Chatterjee,Corporate,South,Karnataka,PROD-0143,Conference Table,Furniture,Tables,5273.38,1,0.1,677.32
ORD-202409-03020,2024-09-13,2024-09-20,Standard Class,CUST-1077,,Home Office,South,Karnataka,PROD-0179,Cable Management Kit,Office Supplies,Binders & Organizers,522.25,1,0.05,145.16
ORD-202311-07622,2023-11-23,2023-11-29,Standard Class,CUST-1395,Pooja Malhotra,Consumer,East,Bihar,PROD-0111,HP Spectre x360,Technology,Laptops,190510.96,4,0.15,57744.25
ORD-202307-06411,2023-07-21,2023-07-24,Standard Class,CUST-1368,Tanvi Tiwari,Small Business,East,West Bengal,PROD-0121,OnePlus Pad,Technology,Tablets,34640.35,2,0.15,3667.7
ORD-202410-04292,2024-10-08,2024-10-14,Standard Class,CUST-1045,Vihaan Nair,Consumer,North,Delhi,PROD-0125,Sony WH-1000XM5,Technology,Accessories,7961.56,1,0.1,2116.26
ORD-202112-04101,2021-12-08,2021-12-12,Second Class,CUST-1146,Tushar Mukherjee,Consumer,South,Tamil Nadu,PROD-0111,HP Spectre x360,Technology,Laptops,199242.93,2,0.2,24056.11
ORD-202208-07821,2022-08-15,2022-08-15,Same Day,CUST-1364,Deepak Chatterjee,Corporate,West,Maharashtra,PROD-0137,Recliner Chair,Furniture,Chairs,106554.11,5,0.15,-5938.31
ORD-202405-01794,2024-05-24,2024-05-28,Standard Class,CUST-1222,Swati Gupta,Corporate,West,Madhya Pradesh,PROD-0119,Samsung Galaxy Tab S9,Technology,Tablets,158575.5,2,0.05,27386.07
ORD-202401-06907,2024-01-03,2024-01-07,Standard Class,CUST-1484,Rohan Banerjee,Corporate,North,Rajasthan,PROD-0135,Mesh Back Chair,Furniture,Chairs,35492.93,2,0.1,5451.04
ORD-202101-05522,2021-01-02,2021-01-03,First Class,CUST-1348,Nikhil Sharma,Consumer,North,Uttar Pradesh,PROD-0111,HP Spectre x360,Technology,Laptops,43538.56,1,0.0,6984.97
ORD-202104-09538,2021-04-07,2021-04-13,Standard Class,CUST-1061,Shruti Mukherjee,Consumer,South,Karnataka,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,3722.46,2,0.05,1405.32
ORD-202404-03953,2024-04-05,2024-04-08,First Class,CUST-1125,Tarun Mukherjee,Consumer,North,Rajasthan,PROD-0148,Kitchen Storage Rack,Furniture,Storage,10592.92,2,0.0,-783.88
ORD-202310-04522,2023-10-25,2023-10-31,Standard Class,CUST-1372,Pooja Chopra,Consumer,East,Odisha,PROD-0128,Samsung T7 SSD,Technology,Accessories,6695.46,1,0.0,1168.63
ORD-202402-00712,2024-02-03,2024-02-05,Second Class,CUST-1095,Swati Tiwari,Home Office,East,West Bengal,PROD-0111,HP Spectre x360,Technology,Laptops,123443.3,1,0.05,16835.28
ORD-202406-06553,2024-06-26,2024-06-28,First Class,CUST-1423,Myra Nair,Consumer,South,Tamil Nadu,PROD-0170,Laminator Machine,Office Supplies,Office Equipment,35856.05,4,0.15,8840.95
ORD-202312-09177,2023-12-26,2024-01-02,Standard Class,CUST-1343,Diya Iyer,Consumer,North,Haryana,PROD-0149,Shoe Rack,Furniture,Storage,38658.88,3,0.15,4341.7
ORD-202312-02834,2023-12-24,2023-12-30,Standard Class,CUST-1129,Pooja Pandey,Consumer,East,Jharkhand,PROD-0123,Realme Pad 2,Technology,Tablets,297469.82,4,0.0,73340.62
ORD-202311-04686,2023-11-25,2023-11-28,Standard Class,CUST-1449,Varun Yadav,Consumer,West,Maharashtra,PROD-0156,A4 Paper 500 Sheets,Office Supplies,Paper,106.52,1,0.0,29.12
ORD-202207-01373,2022-07-21,2022-07-27,Standard Class,CUST-1348,Nikhil Sharma,Consumer,North,Uttar Pradesh,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,838.07,1,0.0,93.33
ORD-202411-06179,2024-11-10,2024-11-12,First Class,CUST-1373,Aarav Patel,Consumer,South,Andhra Pradesh,PROD-0178,Pen Stand Premium,Office Supplies,Binders & Organizers,1694.0,2,0.05,302.68
ORD-202211-00713,2022-11-01,2022-11-06,Standard Class,CUST-1451,Aadhya Mukherjee,Home Office,West,Maharashtra,PROD-0169,Paper Shredder,Office Supplies,Office Equipment,18299.59,1,0.05,2857.88
ORD-202112-06623,2021-12-01,2021-12-01,Same Day,CUST-1201,Nisha Kapoor,Corporate,East,Assam,PROD-0137,Recliner Chair,Furniture,Chairs,24655.32,1,0.2,-2695.02
ORD-202409-01246,2024-09-03,2024-09-10,Standard Class,CUST-1016,Aditya Jain,Consumer,South,Kerala,PROD-0177,Document Holder,Office Supplies,Binders & Organizers,4673.7,2,0.0,435.57
ORD-202208-05401,2022-08-09,2022-08-16,Standard Class,CUST-1017,Sai Sinha,Consumer,South,Karnataka,PROD-0131,Boat Airdopes 500,Technology,Accessories,17372.23,2,0.0,4819.3
ORD-202301-04477,2023-01-03,2023-01-09,Standard Class,CUST-1277,Suresh Jain,Home Office,South,Telangana,PROD-0148,Kitchen Storage Rack,Furniture,Storage,5440.37,1,0.0,727.28
ORD-202405-05191,2024-05-03,2024-05-10,Standard Class,CUST-1330,Kunal Chatterjee,Consumer,South,Telangana,PROD-0176,File Folder Pack,Office Supplies,Binders & Organizers,2160.14,1,0.0,476.1
ORD-202112-00716,2021-12-20,2021-12-24,Standard Class,CUST-1119,Nikhil Pandey,Home Office,West,Goa,PROD-0122,Xiaomi Pad 6,Technology,Tablets,12086.76,1,0.0,1448.83
ORD-202303-09733,2023-03-04,2023-03-04,Same Day,CUST-1012,Nisha Iyer,Small Business,North,Uttarakhand,PROD-0147,TV Entertainment Unit,Furniture,Storage,29501.89,5,0.0,4130.25
ORD-202406-08422,2024-06-16,2024-06-22,Standard Class,CUST-1067,,Consumer,West,Gujarat,PROD-0140,Round Dining Table,Furniture,Tables,33269.36,1,0.0,4303.57
ORD-202310-03681,2023-10-04,2023-10-08,Standard Class,CUST-1401,Isha Agarwal,Consumer,East,Bihar,PROD-0158,Spiral Notebook Set,Office Supplies,Paper,1371.93,2,0.15,210.76
ORD-202308-08850,2023-08-15,2023-08-18,Standard Class,CUST-1399,Diya Bhatia,Home Office,West,Madhya Pradesh,PROD-0111,HP Spectre x360,Technology,Laptops,201874.0,4,0.05,35173.67
ORD-202206-09726,2022-06-18,2022-06-22,Second Class,CUST-1254,Ayaan Bhatia,Consumer,West,Maharashtra,PROD-0109,MacBook Air M2,Technology,Laptops,27668.05,1,0.05,2923.06
ORD-202404-01714,2024-04-23,2024-04-23,Same Day,CUST-1240,Akash Mehra,Consumer,East,Jharkhand,PROD-0155,Photo Frame Set,Furniture,Furnishings,41584.28,4,0.15,1281.57
ORD-202412-00213,2024-12-01,2024-12-02,First Class,CUST-1476,Swati Patel,Small Business,East,Odisha,PROD-0128,Samsung T7 SSD,Technology,Accessories,5302.45,2,0.05,1135.41
ORD-202210-02944,2022-10-14,2022-10-16,Second Class,CUST-1249,Meera Chatterjee,Small Business,West,Goa,PROD-0176,File Folder Pack,Office Supplies,Binders & Organizers,10242.41,3,0.2,497.43
ORD-202312-08658,2023-12-24,2023-12-29,Second Class,CUST-1059,Sara Tiwari,Consumer,South,Andhra Pradesh,PROD-0122,Xiaomi Pad 6,Technology,Tablets,247650.97,3,0.0,82691.07
ORD-202205-01011,2022-05-25,2022-06-01,Standard Class,CUST-1304,Aarav Dubey,Corporate,North,Rajasthan,PROD-0140,Round Dining Table,Furniture,Tables,36850.44,1,0.05,5169.94
ORD-202303-00324,2023-03-16,2023-03-20,Second Class,CUST-1047,Tushar Kumar,Consumer,South,Telangana,PROD-0152,Wall Art Set,Furniture,Furnishings,21394.06,3,0.15,-952.8
ORD-202305-03383,2023-05-08,2023-05-12,Second Class,CUST-1457,Rohan Gupta,Consumer,North,Uttar Pradesh,PROD-0165,Pencil Box Premium,Office Supplies,Writing,10066.68,4,0.1,2276.91
ORD-202212-07238,2022-12-14,2022-12-18,Second Class,CUST-1397,Tushar Chatterjee,Home Office,East,Bihar,PROD-0142,Study Table,Furniture,Tables,45184.28,2,0.1,-1488.7
ORD-202104-04251,2021-04-26,2021-05-01,Standard Class,CUST-1399,Diya Bhatia,Home Office,West,Madhya Pradesh,PROD-0131,Boat Airdopes 500,Technology,Accessories,8165.75,2,0.1,849.79
ORD-202202-00335,2022-02-18,2022-02-20,First Class,CUST-1439,Sai Bhatia,Corporate,South,Kerala,PROD-0109,MacBook Air M2,Technology,Laptops,229400.61,3,0.15,75539.44
ORD-202401-07938,2024-01-20,2024-01-27,Standard Class,CUST-1033,Ritika Jain,Consumer,West,Maharashtra,PROD-0102,Samsung Galaxy S24,Technology,Phones,43768.66,1,0.1,11071.14
ORD-202411-04412,2024-11-23,2024-11-28,Standard Class,CUST-1432,Shruti Khanna,Home Office,West,Gujarat,PROD-0120,Lenovo Tab P12,Technology,Tablets,219502.43,3,0.0,36091.0
ORD-202208-06683,2022-08-15,2022-08-17,First Class,CUST-1203,Aadhya Malhotra,Consumer,West,Madhya Pradesh,PROD-0102,Samsung Galaxy S24,Technology,Phones,54297.85,1,0.0,17248.38
ORD-202304-04100,2023-04-21,2023-04-26,Standard Class,CUST-1177,Vihaan Chatterjee,Corporate,South,Karnataka,PROD-0157,Sticky Notes Combo,Office Supplies,Paper,473.54,2,0.25,99.28
ORD-202311-03603,2023-11-28,2023-11-28,Same Day,CUST-1196,Tanvi Nair,Consumer,North,Punjab,PROD-0158,Spiral Notebook Set,Office Supplies,Paper,1451.32,4,0.05,382.9
ORD-202211-00234,2022-11-09,2022-11-12,Second Class,CUST-1021,Mohit Patel,Corporate,South,Tamil Nadu,PROD-0130,Apple Watch Ultra,Technology,Accessories,4130.4,3,0.0,1228.06
ORD-202310-02484,2023-10-09,2023-10-12,Second Class,CUST-1098,Mohit Sinha,Consumer,East,Assam,PROD-0116,Samsung Galaxy Book,Technology,Laptops,302559.37,3,0.0,68010.57
ORD-202101-09224,2021-01-10,2021-01-14,Standard Class,CUST-1054,Anjali Tiwari,Home Office,South,Andhra Pradesh,PROD-0104,Google Pixel 8,Technology,Phones,183600.43,3,0.0,40500.71
ORD-202403-05748,2024-03-23,2024-03-29,Standard Class,CUST-1391,Neha Singh,Small Business,West,Maharashtra,PROD-0129,Anker PowerBank 20K,Technology,Accessories,3358.67,1,0.05,668.01
ORD-202407-02390,2024-07-23,2024-07-29,Standard Class,CUST-1146,Tushar Mukherjee,Consumer,South,Tamil Nadu,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,6120.22,1,0.05,2138.58
ORD-202410-08992,2024-10-08,2024-10-13,Standard Class,CUST-1268,Riya Bhatia,Corporate,West,Goa,PROD-0116,Samsung Galaxy Book,Technology,Laptops,23819.23,1,0.15,6664.82
ORD-202107-07199,2021-07-13,2021-07-13,Same Day,CUST-1158,Suresh Kapoor,Home Office,South,Tamil Nadu,PROD-0162,Parker Pen Set,Office Supplies,Writing,2134.74,1,0.05,844.77
ORD-202306-09401,2023-06-12,2023-06-18,Standard Class,CUST-1313,Kavita Chopra,Consumer,East,Bihar,PROD-0105,Xiaomi 14,Technology,Phones,27239.73,1,0.15,6379.39
ORD-202202-02110,2022-02-05,2022-02-10,Standard Class,CUST-1137,Meera Khanna,Corporate,South,Karnataka,PROD-0115,MSI Creator Z16,Technology,Laptops,399539.73,4,0.0,137431.44
ORD-202310-02465,2023-10-07,2023-10-11,Second Class,CUST-1074,Suresh Sharma,Home Office,West,Goa,PROD-0173,Scanner Flatbed,Office Supplies,Office Equipment,25059.82,3,0.3,-845.24
ORD-202104-01514,2021-04-18,2021-04-21,Standard Class,CUST-1208,Sneha Pandey,Corporate,East,Jharkhand,PROD-0132,Ergonomic Office Chair,Furniture,Chairs,22721.17,1,0.0,3936.8
ORD-202401-03482,2024-01-21,2024-01-25,Standard Class,CUST-1371,Gaurav Mehra,Consumer,East,West Bengal,PROD-0110,Dell XPS 15,Technology,Laptops,415289.95,3,0.0,115369.19
ORD-202309-03974,2023-09-10,2023-09-11,First Class,CUST-1158,Suresh Kapoor,Home Office,South,Tamil Nadu,PROD-0124,AirPods Pro,Technology,Accessories,18751.59,3,0.05,5339.14
ORD-202408-04956,2024-08-01,2024-08-04,First Class,CUST-1095,Swati Tiwari,Home Office,East,West Bengal,PROD-0149,Shoe Rack,Furniture,Storage,8333.81,2,0.0,-309.06
ORD-202211-00775,2022-11-17,2022-11-21,Second Class,CUST-1398,Myra Patel,Consumer,South,Karnataka,PROD-0166,Gel Pen Pack 20,Office Supplies,Writing,945.44,2,0.0,335.75
ORD-202403-01454,2024-03-04,2024-03-09,Standard Class,CUST-1435,Ananya Mehra,Consumer,South,Andhra Pradesh,PROD-0154,Table Lamp Designer,Furniture,Furnishings,16762.93,2,0.05,1497.32
ORD-202202-00872,2022-02-07,2022-02-11,Standard Class,CUST-1019,Ananya Chatterjee,Consumer,East,Bihar,PROD-0162,Parker Pen Set,Office Supplies,Writing,337.03,3,0.1,134.39
ORD-202111-04408,2021-11-28,2021-12-04,Standard Class,CUST-1453,Mohit Pandey,Consumer,South,Tamil Nadu,PROD-0131,Boat Airdopes 500,Technology,Accessories,24068.44,2,0.0,8098.21
ORD-202207-01264,2022-07-23,2022-07-29,Standard Class,CUST-1491,Lakshmi Reddy,Consumer,North,Haryana,PROD-0103,OnePlus 12,Technology,Phones,74023.66,1,0.0,11045.75
ORD-202108-08354,2021-08-17,2021-08-17,Same Day,CUST-1136,Sanjay Joshi,Consumer,South,Andhra Pradesh,PROD-0149,Shoe Rack,Furniture,Storage,33610.05,2,0.1,2868.3
ORD-202309-04281,2023-09-20,2023-09-22,Second Class,CUST-1319,Rekha Singh,Consumer,West,Goa,PROD-0131,Boat Airdopes 500,Technology,Accessories,12854.32,3,0.0,4196.11
ORD-202204-03400,2022-04-07,2022-04-10,First Class,CUST-1477,Reyansh Gupta,Consumer,East,Odisha,PROD-0106,Vivo X100,Technology,Phones,69604.98,1,0.05,12999.16
ORD-202211-02466,2022-11-04,2022-11-06,Second Class,CUST-1097,Neha Yadav,Corporate,South,Kerala,PROD-0137,Recliner Chair,Furniture,Chairs,25632.36,1,0.15,3252.38
ORD-202406-05609,2024-06-01,2024-06-06,Second Class,CUST-1355,Ritika Kapoor,Consumer,North,Uttarakhand,PROD-0123,Realme Pad 2,Technology,Tablets,96715.13,3,0.0,20254.15
ORD-202206-01221,2022-06-14,2022-06-18,Standard Class,CUST-1213,Sara Malhotra,Corporate,West,Goa,PROD-0156,A4 Paper 500 Sheets,Office Supplies,Paper,2600.0,2,0.25,28.82
ORD-202109-01502,2021-09-06,2021-09-11,Standard Class,CUST-1485,Rohan Joshi,Corporate,North,Rajasthan,PROD-0125,Sony WH-1000XM5,Technology,Accessories,11682.47,2,0.05,2176.36
ORD-202407-06619,2024-07-24,2024-07-26,First Class,CUST-1023,Aanya Jain,Consumer,East,West Bengal,PROD-0144,Bookshelf 5-Tier,Furniture,Storage,50294.34,5,0.0,5794.54
